0.035,0.193,0.11242,0.1298,0.1456
0.023,0.269,0.14354,0.1706,0.1952
0.008,0.245,0.12413,0.1502,0.1739
0.023,0.232,0.12541,0.1484,0.1693
0.008,0.245,0.12413,0.1502,0.1739
0.023,0.236,0.12737,0.1508,0.1721
0.012,0.275,0.14087,0.1698,0.1961
0.008,0.222,0.11286,0.1364,0.1578
0.008,0.288,0.1452,0.176,0.204
0.008,0.249,0.12609,0.1526,0.1767
0.016,0.223,0.11743,0.1402,0.1609
0.023,0.315,0.16608,0.1982,0.2274
0.004,0.251,0.12503,0.1522,0.1769
0.051,0.201,0.1245,0.141,0.156
0.008,0.285,0.14373,0.1742,0.2019
0.0,0.284,0,0,0
0.051,0.201,0.1245,0.141,0.156
0.008,0.298,0.1501,0.182,0.211
0.004,0.259,0.12895,0.157,0.1825
0.043,0.229,0.13414,0.1546,0.1732
0.027,0.284,0.15293,0.1812,0.2069
0.008,0.294,0.14814,0.1796,0.2082
0.016,0.317,0.16349,0.1966,0.2267
0.016,0.24,0.12576,0.1504,0.1728
0.012,0.268,0.13744,0.1656,0.1912
0.0,0.277,0,0,0
0.004,0.281,0.13973,0.1702,0.1979
0.023,0.165,0.09258,0.1082,0.1224
0.004,0.245,0.12209,0.1486,0.1727
0.004,0.294,0.1461,0.178,0.207
0.089,0.243,0.16446,0.1814,0.1968
0.008,0.24,0.12168,0.1472,0.1704
0.004,0.286,0.14218,0.1732,0.2014
0.012,0.24,0.12372,0.1488,0.1716
0.035,0.264,0.14721,0.1724,0.1953
0.008,0.265,0.13393,0.1622,0.1879
0.062,0.267,0.16245,0.185,0.2055
0.078,0.292,0.18286,0.2064,0.2278
0.012,0.297,0.15165,0.183,0.2115
0.0,0.246,0,0,0
0.008,0.238,0.1207,0.146,0.169
0.008,0.272,0.13736,0.1664,0.1928
0.008,0.324,0.16284,0.1976,0.2292
0.008,0.246,0.12462,0.1508,0.1746
0.008,0.286,0.14422,0.1748,0.2026
0.004,0.183,0.09171,0.1114,0.1293
0.012,0.275,0.14087,0.1698,0.1961
0.012,0.236,0.12176,0.1464,0.1688
0.047,0.229,0.13618,0.1562,0.1744
0.019,0.294,0.15375,0.184,0.2115
0.016,0.232,0.12184,0.1456,0.1672
0.074,0.289,0.17935,0.203,0.2245
0.023,0.288,0.15285,0.182,0.2085
0.008,0.286,0.14422,0.1748,0.2026
0.078,0.218,0.1466,0.162,0.176
0.008,0.271,0.13687,0.1658,0.1921
0.0,0.285,0,0,0
0.004,0.222,0.11082,0.1348,0.1566
0.019,0.237,0.12582,0.1498,0.1716
0.004,0.294,0.1461,0.178,0.207
0.039,0.211,0.12328,0.1422,0.1594
0.004,0.296,0.14708,0.1792,0.2084
0.078,0.221,0.14807,0.1638,0.1781
0.012,0.332,0.1688,0.204,0.236
0.004,0.246,0.12258,0.1492,0.1734
0.023,0.241,0.12982,0.1538,0.1756
0.012,0.307,0.15655,0.189,0.2185
0.027,0.236,0.12941,0.1524,0.1733
0.023,0.223,0.121,0.143,0.163
0.074,0.211,0.14113,0.1562,0.1699
0.051,0.201,0.1245,0.141,0.156
0.008,0.24,0.12168,0.1472,0.1704
0.004,0.269,0.13385,0.163,0.1895
0.008,0.242,0.12266,0.1484,0.1718
0.004,0.283,0.14071,0.1714,0.1993
0.051,0.201,0.1245,0.141,0.156
0.004,0.273,0.13581,0.1654,0.1923
0.078,0.264,0.16914,0.1896,0.2082
0.0,0.265,0,0,0
0.016,0.252,0.13164,0.1576,0.1812
0.008,0.242,0.12266,0.1484,0.1718
0.043,0.242,0.14051,0.1624,0.1823
0.043,0.273,0.1557,0.181,0.204
0.023,0.173,0.0965,0.113,0.128
0.008,0.206,0.10502,0.1268,0.1466
0.035,0.205,0.1183,0.137,0.154
0.089,0.232,0.15907,0.1748,0.1891
0.004,0.27,0.13434,0.1636,0.1902
0.008,0.242,0.12266,0.1484,0.1718
0.012,0.27,0.13842,0.1668,0.1926
0.012,0.284,0.14528,0.1752,0.2024
0.027,0.279,0.15048,0.1782,0.2034
0.074,0.223,0.14701,0.1634,0.1783
0.0,0.275,0,0,0
0.023,0.177,0.09846,0.1154,0.1308
0.051,0.201,0.1245,0.141,0.156
0.074,0.204,0.1377,0.152,0.165
0.039,0.312,0.17277,0.2028,0.2301
0.016,0.233,0.12233,0.1462,0.1679
0.078,0.264,0.16914,0.1896,0.2082
0.016,0.241,0.12625,0.151,0.1735
0.016,0.243,0.12723,0.1522,0.1749
0.008,0.242,0.12266,0.1484,0.1718
0.004,0.313,0.15541,0.1894,0.2203
